record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
2601,VERIFIED_TRUE,ChatGPT Library model_generated,🌐全系統同步中樞候選包｜AllSystemSyncHubCandidatePackage｜20260707-043118_TPE.zip,2026-07-06T20:33:44.656730Z,2026-07-06T20:33:44.656650Z,,application/zip,file_00000000722c7209b4b44b237f76a208,libfile_b761fd6bd4d0819186f2c83bb9bd88b5,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🌐全系統同步中樞候選包｜AllSystemSyncHubCandidatePackage｜20260707-043118_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2602,VERIFIED_TRUE,ChatGPT Library model_generated,🌐全系統同步中樞候選入口｜AllSystemSyncHubCandidatePortal.html,2026-07-06T20:33:54.651051Z,2026-07-06T20:33:58.239330Z,1993,text/html,file_00000000c31c7209b6ac5b87c697bf6e,libfile_e4d57871f9908191bf6adb6222226cfe,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🌐全系統同步中樞候選入口｜AllSystemSyncHubCandidatePortal.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2603,VERIFIED_TRUE,ChatGPT Library model_generated,🧪LKMini永恆核心交叉優化ZIP驗證包｜LKMiniEternalCoreCrossOptimizeZipVerification｜20260707-044826_TPE.zip,2026-07-06T20:49:14.953764Z,2026-07-06T20:49:14.953696Z,26473331,application/zip,file_000000004534720699070b40e0be4b05,libfile_405204762f0c819192dd4572d00a1352,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧪LKMini永恆核心交叉優化ZIP驗證包｜LKMiniEternalCoreCrossOptimizeZipVerification｜20260707-044826_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2604,VERIFIED_TRUE,ChatGPT Library model_generated,🧪ZIP解壓驗證入口｜ZipVerificationPortal.html,2026-07-06T20:49:18.292711Z,2026-07-06T20:49:22.378003Z,2585,text/html,file_00000000c3547206b2662590bafbc012,libfile_946a15a898608191afb2a6e86ac19b73,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧪ZIP解壓驗證入口｜ZipVerificationPortal.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2605,VERIFIED_TRUE,ChatGPT Library model_generated,🧪ZIP驗證裁決報告｜ZipVerificationDecisionReport.md,2026-07-06T20:49:21.738144Z,2026-07-06T20:49:26.695226Z,1616,text/markdown,file_00000000293c7209be1bd2dc3c6f4b96,libfile_e044759f27ac8191a45258905242d716,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧪ZIP驗證裁決報告｜ZipVerificationDecisionReport.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2606,VERIFIED_TRUE,ChatGPT Library model_generated,🔍關鍵詞命中表｜KeywordHitIndex.csv,2026-07-06T20:49:25.290057Z,2026-07-06T20:49:37.683579Z,17405,text/csv,file_0000000019dc72099df4185c9f26d9e0,libfile_23869d8326d88191b5c749e9b22badfa,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔍關鍵詞命中表｜KeywordHitIndex.csv,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2607,VERIFIED_TRUE,ChatGPT Library model_generated,角色池四平台同步施工包｜20260707-043000_TPE.zip,2026-07-06T21:16:17.764959Z,2026-07-06T21:16:17.764835Z,4493,application/zip,file_0000000040ec720991388d92d84f21b4,libfile_422678ee78a48191b39a9e4600e81136,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/角色池四平台同步施工包｜20260707-043000_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2608,VERIFIED_TRUE,ChatGPT Library model_generated,唯一真相同步包｜20260707-051500_TPE.zip,2026-07-06T21:58:40.952775Z,2026-07-06T21:58:40.952706Z,4575,application/zip,file_00000000ce1c7209be591010a06ea251,libfile_20ba846dcdf88191bd04c6bb9aea7874,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/唯一真相同步包｜20260707-051500_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2609,VERIFIED_TRUE,ChatGPT Library model_generated,唯一真相同步包｜20260707-052200_TPE.zip,2026-07-06T21:58:45.846617Z,2026-07-06T21:58:45.846577Z,5812,application/zip,file_00000000eae472098c4a31c56fd8f50d,libfile_f09f923458cc8191b939e5ee341673eb,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/唯一真相同步包｜20260707-052200_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2610,VERIFIED_TRUE,ChatGPT Library model_generated,🔁四方同步中樞｜FourWaySyncHub.md,2026-07-06T22:10:57.448237Z,2026-07-06T22:11:00.476917Z,3664,text/markdown,file_00000000783c7209b4ff2725dc22ea69,libfile_be0b4bd77d7c8191aff60595290149c4,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔁四方同步中樞｜FourWaySyncHub.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
