record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
1801,VERIFIED_TRUE,ChatGPT Library model_generated,🎯Locator(1).json,2026-06-30T05:11:19.418169Z,2026-06-30T05:11:22.442096Z,745,application/json,file_00000000e0a87209940fc27d04c9b199,libfile_9ff7395bff7c8191857f5abdb4be30b3,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🎯Locator(1).json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1802,VERIFIED_TRUE,ChatGPT Library model_generated,📸Snapshot(6).json,2026-06-30T05:11:23.717121Z,2026-06-30T05:11:27.671556Z,16067,application/json,file_000000004c7072068a0d5cf7ce42b307,libfile_f9c042208674819185f8f15eb39cf2bf,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📸Snapshot(6).json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1803,VERIFIED_TRUE,ChatGPT Library model_generated,🔁ReverseChain(3).jsonl,2026-06-30T05:11:28.243626Z,2026-06-30T05:11:31.785441Z,1068,text/plain,file_000000002538720997228bc55a5d3955,libfile_b04aee7ccee4819185e8e5a90fde3758,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔁ReverseChain(3).jsonl,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1804,VERIFIED_TRUE,ChatGPT Library model_generated,🧾ValidationReport(2).json,2026-06-30T05:11:33.224019Z,2026-06-30T05:11:37.429496Z,2047,application/json,file_00000000ef04720988e65aefbec736da,libfile_0060d746b14081919a2cab0b5f7a9776,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧾ValidationReport(2).json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1805,VERIFIED_TRUE,ChatGPT Library model_generated,🧰萬用引擎UI模板｜UniversalEngineUITemplate.html,2026-06-30T05:36:17.218964Z,2026-06-30T05:36:26.538609Z,7363,text/html,file_0000000034ac7209b7c363cd19106abd,libfile_9b6a5309473c8191871d7a4a1d9d9a64,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧰萬用引擎UI模板｜UniversalEngineUITemplate.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1806,VERIFIED_TRUE,ChatGPT Library model_generated,🖼禁令引擎完整包流程圖｜ConstraintEngineCompleteFlow.png,2026-06-30T07:48:48.827584Z,2026-06-30T07:48:48.827542Z,215610,image/png,file_0000000049d872098ba5a40f18a980d8,libfile_84cb67fd9b0481918c07db49c2cf714e,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🖼禁令引擎完整包流程圖｜ConstraintEngineCompleteFlow.png,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1807,VERIFIED_TRUE,ChatGPT Library model_generated,📦🖼禁令引擎完整包流程圖｜ConstraintEngineCompleteFlow｜20260629-184500_TPE.zip,2026-06-30T07:48:51.923847Z,2026-06-30T07:48:51.923801Z,206052,application/zip,file_0000000071107209a85d374b671e97de,libfile_1b7692b1647c8191af53b75849018e48,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦🖼禁令引擎完整包流程圖｜ConstraintEngineCompleteFlow｜20260629-184500_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1808,VERIFIED_TRUE,ChatGPT Library model_generated,🖼禁令引擎完整包流程圖｜ConstraintEngineCompleteFlow.svg,2026-06-30T07:48:54.739120Z,2026-06-30T07:48:54.739058Z,2966,image/svg+xml,file_0000000069ec72099e9798a51cf2c0be,libfile_93f84484b904819194e89ca87a0ad5b8,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🖼禁令引擎完整包流程圖｜ConstraintEngineCompleteFlow.svg,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1809,VERIFIED_TRUE,ChatGPT Library model_generated,禁令引擎：文明污染防護.png,2026-06-30T07:50:55.809289Z,2026-06-30T07:51:00.168217Z,992257,image/png,file_0000000031b87209af23aaa880671bba,libfile_599f799b281c81918ac2f16b2841cbf6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/禁令引擎：文明污染防護.png,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1810,VERIFIED_TRUE,ChatGPT Library model_generated,🧲大管家本體吸回深度分析｜ButlerIdentityAbsorbDeepAnalysis.md,2026-06-30T08:36:09.851995Z,2026-06-30T08:36:15.953978Z,5489,text/markdown,file_00000000de1c71f5b72ce5080771c6db,libfile_4a6f2472c9ac819183bf69911f60c95a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧲大管家本體吸回深度分析｜ButlerIdentityAbsorbDeepAnalysis.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
