record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
1401,VERIFIED_TRUE,ChatGPT Library model_generated,🧰工具核心通行證宣告｜ToolCorePassportDeclaration.md,2026-06-28T06:24:06.266106Z,2026-06-28T06:24:09.410557Z,2931,text/markdown,file_000000004200720bb44e24bb8fa324ae,libfile_45e4ac2ccb3481918a94b4bf4196bee6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧰工具核心通行證宣告｜ToolCorePassportDeclaration.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1402,VERIFIED_TRUE,ChatGPT Library model_generated,📦工具核心通行證宣告包｜ToolCorePassportDeclaration.zip,2026-06-28T06:24:08.840305Z,2026-06-28T06:24:08.840260Z,1607,application/zip,file_000000000014720ba131c3d210c46d0c,libfile_180af68d18fc819182697603647189bb,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦工具核心通行證宣告包｜ToolCorePassportDeclaration.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1403,VERIFIED_TRUE,ChatGPT Library model_generated,📦系統宣告｜SystemDeclarations.zip,2026-06-28T06:26:43.337217Z,2026-06-28T06:26:43.337173Z,8778,application/zip,file_000000009b00720b9c8c8452fdec2555,libfile_a5c659ddd5d88191916fafb94c575c05,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦系統宣告｜SystemDeclarations.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1404,VERIFIED_TRUE,ChatGPT Library model_generated,📦Excel固定投遞｜ExcelFixedDrop.zip,2026-06-28T06:38:30.825281Z,2026-06-28T06:38:30.825235Z,5943,application/zip,file_00000000cc38720b8e32cf3e9ad491f7,libfile_76a404b1ec80819185d0bc2efd060448,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦Excel固定投遞｜ExcelFixedDrop.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1405,VERIFIED_TRUE,ChatGPT Library model_generated,📋對話檔案盤點｜ConversationFileInventory.md,2026-06-28T07:26:14.339120Z,2026-06-28T07:26:19.375876Z,9996,text/markdown,file_00000000c45872468765e47304d564f7,libfile_23e0dbdf26f88191aefea2e15deb2cd6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📋對話檔案盤點｜ConversationFileInventory.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1406,VERIFIED_TRUE,ChatGPT Library model_generated,📋對話檔案盤點｜ConversationFileInventory.csv,2026-06-28T07:26:16.712158Z,2026-06-28T07:26:24.452893Z,7429,text/csv,file_0000000053687246bf5235109bdfba05,libfile_d17b8922323c8191915cb2fa82de729e,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📋對話檔案盤點｜ConversationFileInventory.csv,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1407,VERIFIED_TRUE,ChatGPT Library model_generated,📦對話素材庫｜ConversationMaterialLibrary.zip,2026-06-28T07:29:32.183431Z,2026-06-28T07:29:32.183383Z,5933,application/zip,file_00000000d5e07246ba5d1f0095401e8f,libfile_77da3485ed688191847c9d811c0f865c,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦對話素材庫｜ConversationMaterialLibrary.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1408,VERIFIED_TRUE,ChatGPT Library model_generated,📦公開種子治理譜系｜PublicSeedGovernanceLineage.zip,2026-06-28T07:36:40.892525Z,2026-06-28T07:36:40.892490Z,43298,application/zip,file_000000001680724699aebfedabd043e5,libfile_9ef974da4f6c8191a2e009cf69917881,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦公開種子治理譜系｜PublicSeedGovernanceLineage.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1409,VERIFIED_TRUE,ChatGPT Library model_generated,📦LKMini公開種子語意層｜LKMiniPublicSeedSemanticLayer.zip,2026-06-28T07:38:45.432629Z,2026-06-28T07:38:45.432567Z,14396,application/zip,file_00000000d3407246aee3098c072a37a0,libfile_a684c3c9bca4819194cf6d920b5b3735,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦LKMini公開種子語意層｜LKMiniPublicSeedSemanticLayer.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
1410,VERIFIED_TRUE,ChatGPT Library model_generated,📦檔名整理｜FileNameNormalization.zip,2026-06-28T07:42:10.260390Z,2026-06-28T07:42:10.260339Z,8719,application/zip,file_000000001d4071f8a2ac127340c0c904,libfile_ad05b60c59608191a9d37f4b5e9abbeb,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦檔名整理｜FileNameNormalization.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
