record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
4001,VERIFIED_TRUE,ChatGPT Library model_generated,🧠老K系統記憶逐筆表｜MemoryLedger(1).jsonl,2026-07-14T03:07:41.604833Z,2026-07-14T03:07:43.315785Z,29954,text/plain,file_000000007d0871f5bb008bccdfa5eaf7,libfile_64b28864cbe48191885eadac0125e42e,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧠老K系統記憶逐筆表｜MemoryLedger(1).jsonl,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4002,VERIFIED_TRUE,ChatGPT Library model_generated,☁️Excel固定投遞精靈｜ExcelFixedDeliveryElf.sh,2026-07-14T03:07:42.262060Z,2026-07-14T03:07:43.408343Z,733,text/x-sh,file_00000000993871f7845f0c89f2383b7b,libfile_de4709ac1e908191aed80818ac75c1d3,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/☁️Excel固定投遞精靈｜ExcelFixedDeliveryElf.sh,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4003,VERIFIED_TRUE,ChatGPT Library model_generated,☁️Google雲端清單器｜GoogleDriveManifest.gs,2026-07-14T03:07:43.006721Z,2026-07-14T03:07:44.192694Z,1679,,file_000000008c4471f5b8008e5ed75b7b35,libfile_98afb597aef881918b9c06a6f0c312bb,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/☁️Google雲端清單器｜GoogleDriveManifest.gs,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4004,VERIFIED_TRUE,ChatGPT Library model_generated,✅Excel固定投遞區修復驗證報告.json,2026-07-14T03:07:43.720912Z,2026-07-14T03:07:44.817643Z,492,application/json,file_000000002d6871f78cf620932f2988ea,libfile_c878ec1567588191b7fe22d4b9072129,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/✅Excel固定投遞區修復驗證報告.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4005,VERIFIED_TRUE,ChatGPT Library model_generated,☁️Excel固定投遞區,2026-07-14T03:07:44.375745Z,2026-07-14T03:07:44.375707Z,49357,,file_00000000e9b871f7b72f197e4b213077,libfile_d78924de45d881918b868539f1ed48d2,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/☁️Excel固定投遞區,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4006,VERIFIED_TRUE,ChatGPT Library model_generated,🔒中文輸出防入侵規則.md,2026-07-14T03:47:52.720667Z,2026-07-14T03:47:54.124871Z,1027,text/markdown,file_000000003ccc71f5856f6daed821f37e,libfile_045b2fcf7bd48191bb86f16e1a82f296,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔒中文輸出防入侵規則.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4007,VERIFIED_TRUE,ChatGPT Library model_generated,🔐中文輸出防入侵規則雜湊.txt,2026-07-14T03:47:53.405997Z,2026-07-14T03:47:54.741016Z,101,text/plain,file_00000000772471f5a4230ac13881f84c,libfile_d2e58a4fa5cc8191a9c3593525cfc22b,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔐中文輸出防入侵規則雜湊.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4008,VERIFIED_TRUE,ChatGPT Library model_generated,🧾中文輸出防入侵規則凍結回執.json,2026-07-14T03:47:54.058599Z,2026-07-14T03:47:55.361079Z,516,application/json,file_000000008c1071f58b354cb64b55e702,libfile_fd0e1012f104819186c5441aa46ac401,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🪞幻界/🧾中文輸出防入侵規則凍結回執.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4009,VERIFIED_TRUE,ChatGPT Library model_generated,🖼️問題物件優化快顯｜ProblemOptimizationPreview.png,2026-07-14T04:08:15.348430Z,2026-07-14T04:08:15.348385Z,111627,image/png,file_000000009534720caf6d2a05e56138b8,libfile_2dd5ee306cf0819185a83e47765436c2,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/Tatertot/🖼️問題物件優化快顯｜ProblemOptimizationPreview.png,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
4010,VERIFIED_TRUE,ChatGPT Library model_generated,📦胡哥問題物件全優化｜ProblemOptimization｜20260714-120000_TPE.zip,2026-07-14T04:08:17.278161Z,2026-07-14T04:08:17.278125Z,17846510,application/zip,file_000000000ee8722fa86eb3cbe5a493c9,libfile_2c8d7b8d45608191ac8b5de3a06d30f4,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/Tatertot/📦胡哥問題物件全優化｜ProblemOptimization｜20260714-120000_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
