record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
3001,VERIFIED_TRUE,ChatGPT Library model_generated,📦Manifest_指令彈射器強化版_v1.1.0.json,2026-07-08T04:58:39.208319Z,2026-07-08T04:58:43.371012Z,3138,application/json,file_0000000024cc7207a358afa93d9ad30c,libfile_62f581362404819189a6457e88e20198,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦Manifest_指令彈射器強化版_v1.1.0.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3002,VERIFIED_TRUE,ChatGPT Library model_generated,✅驗證紀錄_指令彈射器強化版_v1.1.0.txt,2026-07-08T04:58:42.408320Z,2026-07-08T04:58:46.215411Z,1134,text/plain,file_0000000064c87207a611b3544f6b607b,libfile_a10d1ca389b08191b234cfb641d70c15,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/✅驗證紀錄_指令彈射器強化版_v1.1.0.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3003,VERIFIED_TRUE,ChatGPT Library model_generated,🔐SHA256SUMS_指令彈射器強化版_v1.1.0.txt,2026-07-08T04:58:45.703633Z,2026-07-08T04:58:50.216197Z,1578,text/plain,file_00000000788c7207b4624db603f7b8d3,libfile_0d5d35b2f2288191b2a325f375fc8557,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔐SHA256SUMS_指令彈射器強化版_v1.1.0.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3004,VERIFIED_TRUE,ChatGPT Library model_generated,🔐PACKAGE_SHA256_指令彈射器強化交付包_v1.1.0.txt,2026-07-08T04:58:49.058856Z,2026-07-08T04:58:53.209911Z,125,text/plain,file_0000000028b4720797c0190f1e0cb92c,libfile_682aa33ff93481919d8cb9ae826213b9,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔐PACKAGE_SHA256_指令彈射器強化交付包_v1.1.0.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3005,VERIFIED_TRUE,ChatGPT Library model_generated,🛠️胡哥裝備製造師_零件庫盤點與角色補丁_v0.2.0.txt,2026-07-08T05:12:48.615223Z,2026-07-08T05:12:55.311270Z,4918,text/plain,file_00000000725c720b946aad975156be06,libfile_7a427933c52c8191867c3b3f119ec003,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🛠️胡哥裝備製造師_零件庫盤點與角色補丁_v0.2.0.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3006,VERIFIED_TRUE,ChatGPT Library model_generated,📦胡哥裝備製造師_零件庫Manifest_v0.2.0.json,2026-07-08T05:12:54.564961Z,2026-07-08T05:12:58.941497Z,4675,application/json,file_00000000bd6c720b8ca4e838768fb40d,libfile_45f2a30ae3bc819187f63b1769cae326,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/📦胡哥裝備製造師_零件庫Manifest_v0.2.0.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3007,VERIFIED_TRUE,ChatGPT Library model_generated,🔐胡哥裝備製造師_零件庫補丁_SHA256SUMS_v0.2.0.txt,2026-07-08T05:12:58.035406Z,2026-07-08T05:13:02.099410Z,381,text/plain,file_000000002d08720b8b645b16e4f145a5,libfile_14fe64d6b0688191b9f62c2c5cb2e412,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🔐胡哥裝備製造師_零件庫補丁_SHA256SUMS_v0.2.0.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3008,VERIFIED_TRUE,ChatGPT Library model_generated,胡哥的专业工坊.png,2026-07-08T05:21:48.044766Z,2026-07-08T05:21:51.386889Z,2458096,image/png,file_00000000f36c720b826d7a127e3f4b8b,libfile_9952690185388191b47caf01f58525d7,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/胡哥的专业工坊.png,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3009,VERIFIED_TRUE,ChatGPT Library model_generated,🛠️胡哥角色卡_v1.0.0.txt,2026-07-08T05:25:48.616092Z,2026-07-08T05:25:52.670505Z,4595,text/plain,file_000000002c34720bbabd5fdd16981396,libfile_83cbaef06a2481918dda51adf9d0000e,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🛠️胡哥角色卡_v1.0.0.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3010,VERIFIED_TRUE,ChatGPT Library model_generated,🛠️胡哥角色卡_v1.0.0.html,2026-07-08T05:25:52.377955Z,2026-07-08T05:25:58.269516Z,3784,text/html,file_000000005ec871f89eb315efdc9066e7,libfile_121b6a99391481918ef9578258062068,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🛠️胡哥角色卡_v1.0.0.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
