record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
5201,VERIFIED_TRUE,ChatGPT Library model_generated,💠圖表與字型設定模組｜ChartFontSettings.md,2026-07-23T03:37:50.459266Z,2026-07-23T03:37:53.164357Z,6362,text/markdown,file_00000000b3c4820e860b25184f0f4b3b,libfile_b72ca29ea17881918c65ce8a600ce7ce,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/💠圖表與字型設定模組｜ChartFontSettings.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5202,VERIFIED_TRUE,ChatGPT Library model_generated,🌍動態容器運行時與幻界投影交換｜LivingContainerRuntime｜20260723-000000_TPE.zip,2026-07-23T03:42:51.829218Z,2026-07-23T03:42:51.829125Z,5797,application/zip,file_000000009c4081fb8b1b06d6c7de6482,libfile_aaef8a9edebc8191b64c6333fcd13cb4,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🌍動態容器運行時與幻界投影交換｜LivingContainerRuntime｜20260723-000000_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5203,VERIFIED_TRUE,ChatGPT Library model_generated,🪞既有自動化精靈安裝與世界顯影｜AutomationElfInstallationAndWorldManifestation｜20260723-120716_TPE.zip,2026-07-23T04:08:19.829057Z,2026-07-23T04:08:19.828983Z,129991,application/zip,file_00000000d1a08207b854dcd1143ccf8a,libfile_dea7138478148191acca83d2f7480c15,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🪞既有自動化精靈安裝與世界顯影｜AutomationElfInstallationAndWorldManifestation｜20260723-120716_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5204,VERIFIED_TRUE,ChatGPT Library model_generated,🪞GPT檔案庫十一區正式歸位｜GPTFileLibraryElevenZoneFormalPlacement｜20260723-122018_TPE.zip,2026-07-23T04:21:40.317897Z,2026-07-23T04:21:40.317847Z,145673,application/zip,file_00000000e438820eaf0ecfb5da7e9ec2,libfile_016b6c22c0e48191b5157bf4b6ecfa6a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🪞GPT檔案庫十一區正式歸位｜GPTFileLibraryElevenZoneFormalPlacement｜20260723-122018_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5205,VERIFIED_TRUE,ChatGPT Library model_generated,🪞GPT檔案庫十一區正式歸位｜GPTFileLibraryElevenZoneFormalPlacement｜20260723-122132_TPE.zip,2026-07-23T04:22:00.893238Z,2026-07-23T04:22:00.893194Z,128865,application/zip,file_00000000a4fc820eb37beb41c4bbba49,libfile_c5201eb8782881919a9ad78efd34f3a5,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🪞GPT檔案庫十一區正式歸位｜GPTFileLibraryElevenZoneFormalPlacement｜20260723-122132_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5206,VERIFIED_TRUE,ChatGPT Library model_generated,🧾真實交付回執｜TrueDeliveryReceipt.json,2026-07-23T04:22:02.448721Z,2026-07-23T04:22:05.771660Z,1727,application/json,file_00000000dcc0820eb81e965e973291a9,libfile_b99ff9d2c88c81918f8cd624930b30b8,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧾真實交付回執｜TrueDeliveryReceipt.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5207,VERIFIED_TRUE,ChatGPT Library model_generated,🪞GPT檔案庫十一區正式歸位｜GPTFileLibraryElevenZoneFormalPlacement｜20260723-122217_TPE.zip,2026-07-23T04:22:50.828052Z,2026-07-23T04:22:50.828016Z,180250,application/zip,file_000000005c18820e9959f765043e0450,libfile_9bd33dfdfa908191a5d098b462790d22,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🪞GPT檔案庫十一區正式歸位｜GPTFileLibraryElevenZoneFormalPlacement｜20260723-122217_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5208,VERIFIED_TRUE,ChatGPT Library model_generated,👁️GPT檔案庫十一區快顯｜GPTFileLibraryElevenZonePreview.png,2026-07-23T04:22:52.536729Z,2026-07-23T04:22:52.536678Z,141075,image/png,file_00000000d268820e9162e2e7a88f3d13,libfile_97d4acd04880819185b302aba66878b0,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/👁️GPT檔案庫十一區快顯｜GPTFileLibraryElevenZonePreview.png,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5209,VERIFIED_TRUE,ChatGPT Library model_generated,📘GPT檔案庫十一區歸位總報告｜GPTFileLibraryElevenZonePlacementReport.md,2026-07-23T04:22:54.121176Z,2026-07-23T04:22:56.879742Z,1839,text/markdown,file_000000003b40820ebd92d8574baeb6ca,libfile_d4652638bcb081918e4c9341f4791002,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📘GPT檔案庫十一區歸位總報告｜GPTFileLibraryElevenZonePlacementReport.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5210,VERIFIED_TRUE,ChatGPT Library model_generated,🧾真實交付回執｜TrueDeliveryReceipt｜20260723-122217_TPE.json,2026-07-23T04:22:55.779390Z,2026-07-23T04:22:58.061162Z,2209,application/json,file_0000000067f8820e997086d6c9b53fd7,libfile_71252622e5bc8191af04c6212fd4681b,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧾真實交付回執｜TrueDeliveryReceipt｜20260723-122217_TPE.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
