record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
3201,VERIFIED_TRUE,ChatGPT Library model_generated,🥃丟送式Runtime儀表板｜DropRuntimeDashboard｜20260709-051818_TPE.zip,2026-07-08T21:18:50.824614Z,2026-07-08T21:18:50.824569Z,8297,application/zip,file_000000000af8720993d98be3e7358f50,libfile_2b669973ccd48191b88d5e2048e09aab,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🥃丟送式Runtime儀表板｜DropRuntimeDashboard｜20260709-051818_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3202,VERIFIED_TRUE,ChatGPT Library model_generated,🥃丟送式Runtime儀表板｜DropRuntimeDashboard.html,2026-07-08T21:18:55.448824Z,2026-07-08T21:19:01.436213Z,14920,text/html,file_00000000e2807209a993f1d9f3772f36,libfile_2f12a674cb0c81918902766bec39ce30,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🥃丟送式Runtime儀表板｜DropRuntimeDashboard.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3203,VERIFIED_TRUE,ChatGPT Library model_generated,🥃丟送式捷徑白板｜DropShortcutWhiteboard｜20260709-052554_TPE.zip,2026-07-08T21:26:27.719417Z,2026-07-08T21:26:27.719372Z,3188,application/zip,file_00000000b4287206b4f06fda4d275b82,libfile_ffd4915c966081919978c841b49aa954,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🥃丟送式捷徑白板｜DropShortcutWhiteboard｜20260709-052554_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3204,VERIFIED_TRUE,ChatGPT Library model_generated,📚素材庫完整盤點清單｜MaterialLibraryFullVisibleInventory｜20260708-212925.zip,2026-07-08T21:30:10.443052Z,2026-07-08T21:30:10.443013Z,8133,application/zip,file_000000008be47206ae755805fad4aa7e,libfile_d832b7e1e8288191a1919e3f8fd322d5,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📚素材庫完整盤點清單｜MaterialLibraryFullVisibleInventory｜20260708-212925.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3205,VERIFIED_TRUE,ChatGPT Library model_generated,📚素材庫完整盤點清單｜MaterialLibraryFullVisibleInventory.csv,2026-07-08T21:30:25.223940Z,2026-07-08T21:30:38.205039Z,14024,text/csv,file_00000000dfac7206884bf93e3d9e50b2,libfile_9cb953cefed081918135d1659ab00dab,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📚素材庫完整盤點清單｜MaterialLibraryFullVisibleInventory.csv,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3206,VERIFIED_TRUE,ChatGPT Library model_generated,🧾素材庫完整盤點摘要｜MaterialLibraryFullVisibleSummary.md,2026-07-08T21:30:32.985825Z,2026-07-08T21:30:37.949619Z,924,text/markdown,file_00000000bfa472068e4b37120ad276ad,libfile_37956fb241288191ae2691f70ad50a8b,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧾素材庫完整盤點摘要｜MaterialLibraryFullVisibleSummary.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3207,VERIFIED_TRUE,ChatGPT Library model_generated,🧾任務狀態卡｜TaskStatusCard(7).md,2026-07-08T21:30:38.471016Z,2026-07-08T21:30:42.321708Z,833,text/markdown,file_0000000075407206818308c1661f0c45,libfile_f9e4b26d044481918cb951f494aae4a7,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧾任務狀態卡｜TaskStatusCard(7).md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3208,VERIFIED_TRUE,ChatGPT Library model_generated,🛡️GPT檔案庫去重吸回草稿引爆包｜GPTFileLibraryDedupAbsorbExplode｜20260709-055300_TPE.zip,2026-07-08T21:53:28.353736Z,2026-07-08T21:53:28.353694Z,9200,application/zip,file_000000000c247206bf4526d1d83c557a,libfile_1b5930d293488191a41670e652ecdb47,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🛡️GPT檔案庫去重吸回草稿引爆包｜GPTFileLibraryDedupAbsorbExplode｜20260709-055300_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3209,VERIFIED_TRUE,ChatGPT Library model_generated,🪞幻影世界核心架構吸回包｜PhantomWorldCoreArchitectureAbsorption｜20260709-055549_TPE.zip,2026-07-08T21:56:08.489560Z,2026-07-08T21:56:08.489518Z,9469,application/zip,file_000000000d2c7206a37f2cdc73927649,libfile_27df7790230c8191bfa0d86d0012ba5f,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🪞幻影世界核心架構吸回包｜PhantomWorldCoreArchitectureAbsorption｜20260709-055549_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3210,VERIFIED_TRUE,ChatGPT Library model_generated,🧲GPT檔案庫全批次本體吸回草稿引爆｜GPTFileLibraryFullBatchAbsorbExplode｜20260709-060651_TPE.zip,2026-07-08T22:07:15.214004Z,2026-07-08T22:07:15.213958Z,11995,application/zip,file_0000000009687206a8a82a3dfbcccd34,libfile_e963b91ca81c8191a7dd24302e241d14,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧲GPT檔案庫全批次本體吸回草稿引爆｜GPTFileLibraryFullBatchAbsorbExplode｜20260709-060651_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3211,VERIFIED_TRUE,ChatGPT Library model_generated,✅保留本體清單｜KeepMasterList.csv,2026-07-08T22:07:17.942606Z,2026-07-08T22:07:25.070952Z,2084,text/csv,file_000000007d0c7206a2604a73d3a11391,libfile_73bef70aaa1081918765dbc3d15d2e28,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/✅保留本體清單｜KeepMasterList.csv,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3212,VERIFIED_TRUE,ChatGPT Library model_generated,🧨刪除候選佇列｜DeleteCandidateQueue.csv,2026-07-08T22:07:20.521321Z,2026-07-08T22:07:27.221155Z,4808,text/csv,file_00000000a044720694540698ea96445e,libfile_32c8efa0c4a48191bf958aafa156cc5c,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧨刪除候選佇列｜DeleteCandidateQueue.csv,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3213,VERIFIED_TRUE,ChatGPT Library model_generated,🧪本體吸回引擎強制測試修復包｜IdentityAbsorbEngineForcedTestRepair｜20260709-061028_TPE.zip,2026-07-08T22:10:54.134516Z,2026-07-08T22:10:54.134420Z,22648,application/zip,file_00000000150c7206b5e92132fb8f4216,libfile_9252d8cf97a0819188890a9bff520dd4,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧪本體吸回引擎強制測試修復包｜IdentityAbsorbEngineForcedTestRepair｜20260709-061028_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3214,VERIFIED_TRUE,ChatGPT Library model_generated,🧲GPT檔案庫自然引爆終版｜GPTFileLibraryNaturalExplodeFinal｜20260709-061324_TPE.zip,2026-07-08T22:13:46.328218Z,2026-07-08T22:13:46.328172Z,8973,application/zip,file_0000000053f0720684d52cf9e3792189,libfile_bb47a53b65b481918966d4c1eecebc30,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧲GPT檔案庫自然引爆終版｜GPTFileLibraryNaturalExplodeFinal｜20260709-061324_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3215,VERIFIED_TRUE,ChatGPT Library model_generated,🧪GPT檔案庫引擎最大功率實掃｜GPTFileLibraryEngineMaxPowerScan｜20260709-061836_TPE.zip,2026-07-08T22:19:05.008798Z,2026-07-08T22:19:05.008762Z,74085,application/zip,file_0000000047d47206b214d414c4c7193f,libfile_3c1c2568c88481919d7369c1c06e02b6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧪GPT檔案庫引擎最大功率實掃｜GPTFileLibraryEngineMaxPowerScan｜20260709-061836_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3216,VERIFIED_TRUE,ChatGPT Library model_generated,🥳可視入口｜MaxPowerScanPortal.html,2026-07-08T22:19:08.133769Z,2026-07-08T22:19:13.228314Z,7118,text/html,file_00000000512872069c1ab2bc091176cd,libfile_12f5e493c71c8191a61ba7ed7c3fa5a5,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🥳可視入口｜MaxPowerScanPortal.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3217,VERIFIED_TRUE,ChatGPT Library model_generated,📍引擎實跑輸出｜EngineRuntimeOutput.json,2026-07-08T22:19:12.463144Z,2026-07-08T22:19:18.037672Z,273916,application/json,file_000000009284720684f8454ae0428518,libfile_31ac0525f71081918adadace8c0f85f6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📍引擎實跑輸出｜EngineRuntimeOutput.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3218,VERIFIED_TRUE,ChatGPT Library model_generated,🪞幻影世界📦交付包｜PhantomWorldDeliveryPackage｜20260709-062856_TPE.zip,2026-07-08T22:31:55.352355Z,2026-07-08T22:31:55.352319Z,6166021,application/zip,file_00000000866c72068cca7c0c1d64990e,libfile_4d93f05508b48191bfda0b5a81532ae6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🪞幻影世界📦交付包｜PhantomWorldDeliveryPackage｜20260709-062856_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
3219,VERIFIED_TRUE,ChatGPT Library model_generated,🧪極限測試吸回裁決包｜ExtremeAbsorptionAuditPackage｜20260709-063854_TPE.zip,2026-07-08T22:39:31.622460Z,2026-07-08T22:39:31.622425Z,4749,application/zip,file_000000001dc07207b89b2ff131149ed5,libfile_75b67c56f8788191a76af431080a6056,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧪極限測試吸回裁決包｜ExtremeAbsorptionAuditPackage｜20260709-063854_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
