record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
2001,VERIFIED_TRUE,ChatGPT Library model_generated,💠基金產業圓餅圖｜FundSectorPie.png,2026-06-30T21:37:33.541927Z,2026-06-30T21:37:33.541405Z,96031,image/png,file_00000000dd0871f4bacd2b02b795fa1d,libfile_f417f7958f7c8191a4f5df0ff31848ae,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/💠基金產業圓餅圖｜FundSectorPie.png,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2002,VERIFIED_TRUE,ChatGPT Library model_generated,💠基金產業圓餅圖｜FundSectorPie.svg,2026-06-30T21:37:37.840654Z,2026-06-30T21:37:37.840601Z,58906,image/svg+xml,file_0000000095d871f4abe01e553eb4e7ef,libfile_fba34d2846008191b4d7539265ed0870,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/💠基金產業圓餅圖｜FundSectorPie.svg,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2003,VERIFIED_TRUE,ChatGPT Library model_generated,📄字型測試報告｜FontTestReport.pdf,2026-06-30T21:37:42.623378Z,2026-06-30T21:37:49.922393Z,4127,application/pdf,file_00000000dab871f4a0c9618aeb130c01,libfile_e31e4affd45881919389fa2822be04f4,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📄字型測試報告｜FontTestReport.pdf,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2004,VERIFIED_TRUE,ChatGPT Library model_generated,🔬驗證報告｜VerificationReport(4).md,2026-06-30T21:37:48.139057Z,2026-06-30T21:37:53.426683Z,5330,text/markdown,file_00000000b2a871f491c84f7eec6d34d2,libfile_10ee4d0cbce08191a3e9edab334b7f26,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔬驗證報告｜VerificationReport(4).md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2005,VERIFIED_TRUE,ChatGPT Library model_generated,📦Python資料分析引擎｜PythonDataAnalysisEngine｜20260701-232600_TPE.zip,2026-06-30T22:32:00.950908Z,2026-06-30T22:32:00.950866Z,340681,application/zip,file_00000000de8471f4a8a820b6259f2c47,libfile_90cd425d75208191866aaee9b3ca6aab,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔗掛載⚙️引擎庫/📦Python資料分析引擎｜PythonDataAnalysisEngine｜20260701-232600_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2006,VERIFIED_TRUE,ChatGPT Library model_generated,📊Excel渲染模組｜ExcelRenderModule.md,2026-06-30T22:32:03.973977Z,2026-06-30T22:32:07.002311Z,1182,text/markdown,file_0000000038a0720aa734c10bfe175741,libfile_c50792927afc8191bd49b5b183b15f76,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📊Excel渲染模組｜ExcelRenderModule.md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2007,VERIFIED_TRUE,ChatGPT Library model_generated,🔬驗證報告｜VerificationReport(5).md,2026-06-30T22:32:07.280721Z,2026-06-30T22:32:11.146403Z,1135,text/markdown,file_00000000f96c720aa460f7581f67f444,libfile_4b29a0e35f088191afd9046bb8f0e0f2,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔬驗證報告｜VerificationReport(5).md,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2008,VERIFIED_TRUE,ChatGPT Library model_generated,🖼輸出圖片示例｜SampleOutput.png,2026-06-30T22:32:10.268640Z,2026-06-30T22:32:10.268602Z,52818,image/png,file_0000000034807243a3dad77adb615a4c,libfile_6d583e5627948191b224de5f5914ab2a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🖼輸出圖片示例｜SampleOutput.png,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2009,VERIFIED_TRUE,ChatGPT Library model_generated,📦Python資料分析引擎｜PythonDataAnalysisEngine｜20260701-232600_TPE.zip.sha256,2026-06-30T22:32:13.298495Z,2026-06-30T22:32:16.683449Z,148,,file_000000004e2071f4a5d983c7c5af1104,libfile_985b74e878a081918a4b0f8d489c5d3b,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦Python資料分析引擎｜PythonDataAnalysisEngine｜20260701-232600_TPE.zip.sha256,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2010,VERIFIED_TRUE,ChatGPT Library model_generated,📊Excel渲染模組｜畫面生成｜UI來源轉換｜ExcelRenderModule.py,2026-06-30T22:32:15.600198Z,2026-06-30T22:32:19.206483Z,5153,text/x-python,file_00000000df54720ab288cea6ec7d0c82,libfile_d4033242a5388191984e77193313b723,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📊Excel渲染模組｜畫面生成｜UI來源轉換｜ExcelRenderModule.py,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2011,VERIFIED_TRUE,ChatGPT Library model_generated,⚙️渲染設定檔｜RenderConfig.json,2026-06-30T22:32:18.083678Z,2026-06-30T22:32:21.244030Z,302,application/json,file_0000000052a4720aad10bc37050975f1,libfile_399b91c4e7e88191b7f9b2268d7e723d,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/⚙️渲染設定檔｜RenderConfig.json,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2012,VERIFIED_TRUE,ChatGPT Library model_generated,🧪範例Excel輸入表｜SampleExcel.xlsx,2026-06-30T22:32:20.942022Z,2026-06-30T22:32:27.529866Z,4808,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,file_0000000080b4720a9f7cc05c9e7bb4a0,libfile_c9a63f0c2ec48191bfb9a715f738d445,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧪範例Excel輸入表｜SampleExcel.xlsx,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2013,VERIFIED_TRUE,ChatGPT Library model_generated,📊Excel渲染模組結構表｜ExcelRenderStructure.xlsx,2026-06-30T22:32:23.306559Z,2026-06-30T22:32:29.455476Z,9512,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,file_00000000323471f482fd9538543ee4fd,libfile_f818a5d18c7881918eac398c2476fae1,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📊Excel渲染模組結構表｜ExcelRenderStructure.xlsx,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2014,VERIFIED_TRUE,ChatGPT Library model_generated,📦資訊文明跨世界投影系統｜CivilizationProjectionPipeline｜20260701-063644_TPE.zip,2026-06-30T22:39:43.803722Z,2026-06-30T22:39:43.803683Z,300593,application/zip,file_0000000048347246b7a78fced2cafa70,libfile_28439044676481918a5985105cd4f2f3,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🔗掛載⚙️引擎庫/📦資訊文明跨世界投影系統｜CivilizationProjectionPipeline｜20260701-063644_TPE.zip,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
2015,VERIFIED_TRUE,ChatGPT Library model_generated,📦資訊文明跨世界投影系統｜CivilizationProjectionPipeline｜20260701-063644_TPE.zip.sha256,2026-06-30T22:39:47.743705Z,2026-06-30T22:39:53.126003Z,163,,file_00000000a6e8720aa4a5ec046e798535,libfile_3e097d3ad4548191b4d2ad4661b82101,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/📦資訊文明跨世界投影系統｜CivilizationProjectionPipeline｜20260701-063644_TPE.zip.sha256,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
